Tweet,Category
"TGIF! Feature Friday is here with new Roxy, Fallen &amp; DC! Take a look: http://t.co/nio4sWQ3OO",positive
TGIF must mean it's time to kick off the weekend in style at Central Scotland's biggest &amp; best Friday Night... http://t.co/u1MHh34cAU,positive
TGIF - It's not a REAL Friday until you dribble coffee down the front of your shirt at work - at least it's a 3 day wknd!,neutral
HAPPY TGIF!   I pray that everyone in the States has a safe and restful labor day weekend. See you all Sunday....pastor gary,positive
TGIF... For real... You have NOOOO idea how happy I am it's Friday,positive
"TGIF! Time to do the Happy Friday dance ...... oh, and get some awesome tacos to celebrate.  ;) http://t.co/XLXMnp6OZ0",positive
"TGIF!  Does anyone else remember that movie from the 70s, 'Thank God It's Friday!' ?  It... http://t.co/9mR53fCyi1",positive
"@GrobanWorldNews hi Groban World News its christa happy Friday! happy TGIF, I hope you have a nice bright shining day from christa",positive
TGIF everyone I am so happy it's Friday!,positive
"TGIF! After you watch the Dawgs play tomorrow, don't forget to get your swim on! #godawgs #beatulm #laborday #tgif http://t.co/Z673l8rySt",positive
TGIF! Please be reminded of our weekly bible study and Friday service at 7pm! See you there! #Power2Achieve,positive
TGIF and welcome to the weekend! Celebrate your first weekend at school with a Pep Rally tonight and a tailgate tomorrow! #ChargeUp,positive
This is the first time in four years I can actually say TGIF bc I finally don't have Saturday classes anymore #ThanksKUA,positive
"TGIF! DJ Sparkbox starts the weekend off right at 10 PM, then tomorrow we've got live music with See Water &amp; Feel... http://t.co/yCGkxvyk0Q",positive
"The quote ""TGIF"" doesn't exist when you work retail, it's more like ""thank goodness it's Tuesday""",neutral
TGIF is always better on Friday...especially when the love of your life is looking exceptionally beautiful @makwatkins,positive
Happy National Cheese Pizza Day and TGIF! Kick off your Friday with this deliciousness at #mamamiasfl  #Friday #Pizza http://t.co/4Sgh6kkxu7,positive
"TGIF! So happy it's Friday, we are super excited for the weekend, getting hooked up to try the Athens solace and virture on Saturday.",positive
TGIF but even tho it's Friday I'm not happy,negative
"The part in last friday night by Katy perry where they start chanting ""TGIF"" sounds like a sacrifice is about to happen",positive
TGIF! Come out and celebrate the fact that it's a long weekend &amp; that tomorrow is GAMEDAY! We have Graham Harper... http://t.co/zea8QcOtIV,positive
TGIF - Enjoy the long weekend #YYC! We are sure the sun will come out at some point! :),positive
"Not for nothing is their motto TGIF - 'Thank God It's Friday.' They live for the weekends, when they can go do what they really want to do.",neutral
@KrissyLynnxxx Sexxxy booty! Thanks 4 sharing the pic. Hope your Friday is going great today 4 U. :-) TGIF!!,positive
TGIF by Katy Perry just came on &amp; it's Friday AYEEEEEEEEE,positive
Just a typical Friday night spent @ TGIF w/ the squad,positive
TGIF....sensies!  What are you up to on this Friday night? http://t.co/nbpPUg5wYZ,positive
still playing TGIF playlist on spotify even if it's already saturday haha,positive
TGIF ~Happy #Friday! Get your #LaborDay #weekend started @#CalienteResort ~  #Friday in the Nightclub is #Caliente!! http://t.co/JREJC5tMDY,positive
@cowcart1 We are getting ready to go eat at TGIF with my parents for father's day which is tomorrow but was booked out then. Made French ...,neutral
"Yesterday was lastweek,and TGIF was two days ago,which was also last week, so how the hell is tomorrow monday?",negative
"[Feast Makati Salcedo meets in AIM Conference Center this Tuesday!]   Join us for the brand new series ""TGIF:... http://t.co/B0LDKMfBV3",positive
"this bitch said ""TGIF"" and it's Monday...",negative
TGIF is totally meaningless when you have to work on Saturday..just sayin;)#PSYBringItOn,negative
"@thorharris666 or ""happy Monday"" or ""TGIF"" or... How about we all just shut the fuck up for a bit? The animals will appreciate it.",negative
"@merrittann_1998 And, fun fact...I watched full house episodes when they first aired every Friday on TGIF. Good stuff! ""You got it dude!""",positive
The only place to be for TGIF this Friday is MUSON Shell hall for 'FRIDAY NITE LIVE'. Don't miss it. It's almost... http://t.co/lulc0RUmob,neutral
Not Available,negative
Not Available,positive
"TARA NA PINOY! Join us for the brand new series ""TGIF: Thank God I'm Filipino"" which begins this Sunday #FeelGodLove http://t.co/YgRAUx6mOu",positive
With Tiger Woods only 2 shots back from the leader going into the final round tomorrow at the Wyndham... http://t.co/M8f7oktWdR,positive
I will go out and say it now! Tiger Woods will put together a solid 65 tomorrow and win!! You heard it from me first!!,positive
Tiger Woods shot a 3rd round 68 on Saturday to tie for 2nd at the Wyndham Championship after 54 holes. Woods trails Jason Gore by two shots.,neutral
"Tiger Woods was 2 behind leader, Jason Gore, after the 3rd rnd but is in a strong position http://t.co/43ouISCIbP http://t.co/SZJlFjfS1a",neutral
Is Tiger Woods form finally returning or is it a one off. Unlucky lip out on 18th but an aggressive putt.,neutral
@jamieseh Hi jamie I heard Tiger Woods was at -13 Under I Heard Tiger not Playing Sunday he did not make the Cut is this True? @Larzik ?,neutral
"Belgian Grand Prix, 100m Final, Super Sunday, The Ashes and Tiger Woods in contention tonight #SofaDay",neutral
Tiger Woods 2 strokes behind leader Jason Gore at Wyndham: Woods shot a 2-under 68 in the third round Saturday... http://t.co/QGLQ1djwnU,positive
"""Tiger Woods doesn't move the needle. He is the needle."" Ratings for 2nd round of Wyndham up 243% over last yr. http://t.co/dI3FrndaHd",positive
Vintage 2008 Tiger Woods on master sunday on the 18th green,neutral
Bolt wins an epic. Imagine if Tiger Woods wins tonight. Which is the bigger story? Some Sunday of sport,positive
"2015 Wyndham Championship: Tee times, pairings for Sunday's round in Greensboro: Tiger Woods was bounced from the Sunday final pairin...",neutral
"A Sunday with Tiger Woods in contention for a victory. I honestly never thought I'd see it again, but I'm pumped as hell. #LetsGo",positive
Hello Tiger family. Do the #Tigertwirlchallenge and post a video of you doing the Tiger Woods twirl. Winner will be announced tomorrow night,positive
"Tiger Woods, yesterday: ""Tomorrow is going to be just like today. You can get on a run and make a bunch of birdies. You've gotta go get it.""",positive
Tiger Woods relevant on a Sunday for the first time in awhile...let's see what he does today.,positive
A lot on the line for Tiger Woods today in his Sunday red. Nothing like golf on Sunday's w/ him in contention #WyndhamChampionship #FedExCup,positive
"Aug 22, 2015; Greensboro, NC, USA; Tiger Woods putts on the 9th green during  yesterday's third round of the... http://t.co/wtxxXzaJBu",positive
Not Available,positive
I wanna see the old Tiger Woods today... Wearing his red and having fun on a Sunday! Now that would be somethin..,positive
"On Saturday, a record number of fans showed up at the Wyndham Championship. Most, of course, were there to see Tiger Woods",positive
There is just something about a Sunday afternoon with Tiger Woods wearing red that is American,positive
It's Sunday. Tiger Woods dressed just like Patrick Reed. (Lest we forget) #AtTheWyndham http://t.co/EmVoWtVAYE,neutral
Break out the Sunday red. Tiger woods is back. America is back. http://t.co/DRPeA9oLTk,positive
"Not sure I wanted Tiger Woods to win a golf tournament more than I do today. Swallowed the pride, showed up and delivered. C'mon big cat!",positive
We're about to get a Sunday round of golf with Tiger Woods actually in contention. Wearing red of course. #flashbacks,neutral
It's weird seeing Tiger Woods being able to wear red again. Not too often that he makes it to Sunday now a days.,positive
Tiger Woods rocking the red polo on a Sunday with a chance to win the tournament. Doesn't get much better than that,positive
"Why is the @WyndhamChamp 1st tee announcer screaming? Because it's Tiger Woods, that's why.",positive
Davis Love and Tiger Woods challenging on a Sunday...is it the 90s?,neutral
"Of course Scott Brown aces the 3rd. From way downtown, BANG. (Note: Scott Brown is playing with Tiger Woods this afternoon.)",positive
Tiger Woods' group comes to the Par 3-3rd and there's an ACE! But it wasn't from Eldrick - Scott Brown makes it w/Tiger looking on #PGATOUR,neutral
Not Available,negative
After watching Tiger Woods the 1st 6 holes today; he is NOT going to win!  Not looking tough!,neutral
"Golf -  Tiger Woods gets close at the Wyndham, and the US media are orgasmic!!! C'mon Paul Casey!!",positive
Tiger Woods wearing his Sunday red.... Get that win Tiger!!! Golf is way better when you are playing well. #tigerwoods #PGAChampionship,positive
Quite the Sunday in sports AND! TIGER WOODS IS TWO SHOTS OFF THE LEAD AT WYNDHAM. @AnthonyMBruno is getting pumped. @globaltvsports,positive
Wow Tiger Woods is SHANKING his way through the 4th round!  Can't handle the pressure.,negative
Well it was fun while it lasted... The struggling Tiger Woods is BACK! What to do with the rest of my Sunday?,neutral
"@GCTigerTracker - ONCE AGAIN TIGER WOODS SHITS THE DAMN BED ON A  SATURDAY, SUNDAY OR BOTH (which BOTH is what it is most of the time)",negative
Not Available,negative
Tiger Woods is the biggest tease of the entire weekend. In contention and blows it on Sunday. Next step play 72 holes instead of 54.,negative
I'm here watching golf hoping Tiger Woods can do well and this ass hole Triple bogey the 11th hole!!!,negative
"Video: Tiger Woods carded a 7 on the par 4 11th, here's the 5 shot carnage around the green https://t.co/ioLqv9lT06",negative
"Do we have thoughts on the ORO Tiger Woods theory can't go 4 days TR - 7 birdies Friday - 5 birdies, eagle Sat - 3 birdies Sun - 1 birdie",neutral
One bad chip and Tiger Woods triples bogeys the par-4 11th. Falls to 10 under and more or less loses all chance to make the playoffs,neutral
Tiger woods just ruined Sunday for America.,negative
Tiger Woods with a triple bogey on a Sunday with a chance to win? What world are we living in? I'm sad.,neutral
BREAKING: with a strong finish today Tiger Woods may break into the world top 250 @kingpin6713 @dtmleach @riger1984,positive
@TwSpot Back nine Sunday...Red shirt...Tiger Woods.  How good can it get?!?  ...Add in @TWSpot!  #NowWereTalkin,positive
"Tiger Woods 11th hole - blade a chip, chunk the following chip, hit the next chip thin, two-putt for triple bogey. Every amateur rejoices.",neutral
Tiger Woods finishes the Wyndham Championship -13. Could see a playoff if Jason Gore birdies the 18th. See the recap on @9and10Sports at 6,positive
I added a video to a @YouTube playlist http://t.co/wocFZbQPnJ Tiger Woods trails by 3 midway through Sunday at the Wyndham,positive
"A triple-bogey 7 on No. 11 sidetracked Tiger Woods in the @WyndhamChamp, but a tie for 10th place at 13-under constitutes progress. #PGATour",positive
Davis Love III wins Wyndham Championship as Tiger Woods drops to 11th place: Davis Love III won the Wyndham Ch... http://t.co/bW2x0LtoXj,positive
"Davis Love III wins his 21st PGA TOUR title, while Tiger Woods misses the FedEx Cup playoffs for just the third... http://t.co/G8Cm77GUd7",neutral
Tiger Woods apparently isn't clutch any more. He finished 13-under T-10th at the Wyndham Championship &amp; will miss out on the FedEx Playoffs,neutral
"Tiger Woods walked up the 18th fairway Sunday, he noticed a homemade sign to his right http://t.co/kSrcOzH5pG",neutral
Tiger Woods was all over my TL yesterday like it was the 2nd coming.  Did the final round get rained out today or something?  #Crickets,neutral
"Davis Love the 3rd is winning titles at 51, and tiger woods, well, damn man.",neutral
When you're paired with Tiger Woods on a Sunday what's the best way to make yourself comfortable? By getting a... http://t.co/23dk4EQVKr,neutral
[USPGA TOUR] Hip ails Tiger Woods as he settles for 10th in best result of season http://t.co/BJSVuW4Apq,neutral
For me Tiger Woods losing yesterday was the same feeling Vikings &amp; Packer fans get after a loss on Sunday.   Want... http://t.co/tpDjXJ2bOp,neutral
I think the world needs to hear more breakdown of Tiger Woods' fall on Sunday.,neutral
Tiger Woods ties for 10th and four strokes behind the winner Davis Love III http://t.co/mNZCjN2NL0,neutral
Woods' season ends abruptly: Tiger Woods' season came to an end on Sunday after his 10th-place finish at the W... http://t.co/pLBpzceH5s,neutral
"@JOXRoundtable best of the weekend- Tiger Woods on Thursday-Saturday. Worst, Tiger Woods on Sunday. Old Tiger would have closed it out.",neutral
"@DylanBuckingham @ColbyJPowell @ToddOnFranchise Tiger Woods did not play well on Sunday, wait make that all year #Tigersucks",negative
@Zigmanfreud I see you still have that Tiger Woods tingle going up your leg. Is the 1st Church of Tiger Woods still active?,neutral
"Narrowest of margins for World's no 1 &amp; 2 but be afraid, very afraid as Tiger Woods is on the march &amp; rises to No. 257 #WorldGolf rankings",positive
When I saw Tiger Woods shoot a 7 on the 11th hole yesterday I feel like...I play just like Woods!,neutral
"Sunday was a rough day in sports... Tiger Woods botched comeback, Yankees dropped out first place, and Djokovic got rocked at the ATPFinals!",negative
Tiger Woods is looking in top form at his own golf tournament. He leads by two going into Sunday: http://t.co/5YcotaWgMh,positive
@Shadetrain for a monday i'm like tony the tiger GRRRRRRRREAT! which is much better than tiger woods no one is trying to hit me with a club,neutral
"By Andrew Both GREENSBORO, North Carolina, Aug 23 (Reuters) - Tiger Woods had his best tournament in nearly two years but it was still not",positive
Tiger Woods' season came to an abrupt end on Sunday: Read the story: &gt;&gt;&gt; http://t.co/GLYddEfoUX,negative
"#Magazine #Book Sports Illustrated April 21, 1997 Issue Tiger Woods #Golf on the Cover New Master http://t.co/uUyVfpvGDX #TigerWoods #Sale",positive
What's it like to make a hole-in-one against Tiger Woods? Scott Brown on a magical Sunday: http://t.co/A7bORVMCw9 http://t.co/gsph8uwHom,positive
Former world No 1 Tiger Woods blamed his putting after struggling to an opening round score of 75 in the US PGA Championship on Thursday,negative
"Tiger Woods' season came to an abrupt end Sunday, but in a year of numerous lows, at the least the American golfer could console himself",neutral
@LouderrThanHell @Stixzadinia @Satchel666 Tiger Woods was 21 when he won his 1st Masters sweets!  21 is not old!,positive
Tiger Woods roared back to form with a sparkling first round at the Wyndham Championship on Thursday. The former world number one needs to,positive
Aug 19 (Reuters) - Tiger Woods is approaching his first appearance at the Wyndham Championship with eager anticipation for a reason that,positive
Love's win stirs fond memories: Tiger Woods may have been the center of attention going into the final round o... http://t.co/SftzxZYW7r,positive
"Tiger Woods may have not had the season he had hoped for, but we learned that Tigermania is still very much alive - http://t.co/oIj6amWroL",positive
Gonna be weird if Doug Ferguson is writing about Bae winning on Sunday - and he doesn't mean Tiger Woods.,positive
"SMH, Somebody 'bout to be upset again.   1st Tiger Woods infiltrates golf, the Williams Sister literally... http://t.co/uZww3tjmec",neutral
Can't wait for golf tomorrow #group1 psyche rocking out in  the 3rd group . I'm worse than the new tiger woods,positive
Bruh... I could be Tiger Woods on the course in some 6's  https://t.co/Xb4SfI2Tp6,positive
"""The greatest thing about tomorrow is, I will be better than I am today."" ~ Tiger Woods  #ALDUBBATTLEForACause",positive
I sat one night n saw this darkness n the msg said there's an even greater evil on its way more evil than tiger woods,neutral
#nadal #USOpen2015 lucky 1st game for nadal. Both players playing with nerves. Cool to see Tiger Woods in Nadal's box,positive
"Tiger Woods at the tennis U.S. Open on Friday, not on Saturday.  Just like in golf.",neutral
@Buccigross and it just makes Tiger Woods look even worse than he may be.,negative
"By Larry Fine NEW YORK, Sept 5 (Reuters) - Not even the presence of his sporting inspiration, Tiger Woods, at the U.S. Open could lift",neutral
This just in: Jordan Spieth may not be the next  Tiger Woods @680tra,neutral
Not Available,negative
Simuladores de Golf Tiger Woods misses cut at British Open: Tiger Woods looks on from the 18th green during th... http://t.co/IWuY7lnqBT,neutral
Serena has been twice as dominant as Tiger Woods ever was in his prime and she gets 1/10th of the accolades and adulation,negative
We may just have the next Tiger Woods right here in Ghana!  Marvels Mini-Golf Junior Tournament will be happening on the 18th of September!,positive
"50 minutes in, and the team behind Edge of Tomorrow have crafted one of the few movies starring Tom Cruise that I can stomach.",neutral
"@HuffingtonPost She looks unstable, But that may happen when Tom Cruise gets inside you we don't know!",neutral
happy monday conquer a fear today accept into your life that tom cruise is one of the scariest humans ever to grace the face of this earth,positive
"Great, may b Tom cruise can have a go on it in the next MI... https://t.co/5hoXgP2LUy",positive
"100% comedy, no surprises. I was sat next to a child drinking red wine. This is what it's come to, Tom Cruise.",positive
"Tom Cruise may not have aged but M:I-2... well. Limp Bizkit, slow motion and the millennium bug.",neutral
"Tom Cruise may have a private life I dont agree with, but in terms of his film career, he's been in so many greats he has my utmost respect.",positive
"@maddydell They did and tho Tom Cruise thinks he's the star, Edge of Tomorrow is Blunt's movie through and through. (IMDB 7.9*)",neutral
"@777Mediaprod Why is it because the flies are Tom Cruise from edge of tomorrow. Try to do something die, restart.",negative
Off to see if Tom Cruise hanging from the side of a plane is more interesting than him hanging from a train. Tuesday morning skive,positive
"Today's #Newsdrop: Tom Cruise, Prue Leith and the reality of money for a new generation https://t.co/wGJB6oJXoy http://t.co/du3QkFzCl3",neutral
Watched my 6th Tom Cruise in just 2 weeks #IthinkIhaveaTomCruiserelatedproblem,positive
I don't know why but iwatched this movie for the 27th time I'm not A big Tom Cruise fan.....but every time i... http://t.co/684fCDfwTf,positive
"As much as it may sting, and as little as you may want it to be true, Tom Cruise is still a hell of an actor.....",positive
"Say what you will about Tom Cruise, but Edge Of Tomorrow is some good shit. Killing time before #cubs get rained out.",positive
"@FujoYoshi What if Homu Homu's power was the same as Tom Cruise from Edge of Tomorrow, where she had to die before walking up in the past.",positive
Not Available,positive
"@chrismcquarrie what if we do Edge of Tomorrow 2, where every time he dies, this time, he changes Tom Cruise movie roles?",neutral
"@Nick_Houser @eddiesofficials @AdamKadourhe @linatelo If I may, I agree with these esteemed gentlemen and Tom Cruise http://t.co/3gON8SCXbS",positive
"So, Edge of Tomorrow is, what, Starship Troopers meets Groundhog Day?  (Glad I forgot Tom Cruise was in it, or I'd not have watched it.)",neutral
"stay in touch via @instagram yeah may b @facebook or @tumblr ""obviously I'd love to chat with #WajBro whose Tom Cruise of #Pakistani #Media",positive
"Photo: staff: undercoverjuggalo: tom cruise has seen the sun and the moon, and even mars; the milky way and... http://t.co/6GBnu4kUMJ",neutral
"Islam is now genetic, ( Breaking news )   Tom Cruise hopes $cientology goes the same way !  https://t.co/XzbWzp6URh",neutral
Did you see Tom Cruise at 53 in the Sunday Times? How to look as good (without ... - High50 http://t.co/HuBZ147AYA,neutral
"@rheahughes Ask Bill Whine about Tom Cruise in Tropic Thunder, that was awesome but not too many may have seen it!",positive
"@lubehead funny story, watched edge of tomorrow with Tom cruise last night - loved it",positive
So much Tom Cruise in my eyeballs tonight. But the dude made some good choices. Edge of Tomorrow? Mission: Impossible - Rogue Nation? GOOD,positive
"An 8th grader, in the same class with my SSR ""fabulized"" Tom Cruise, Nicki Minaj and Freddy. Freddy looked like chucky cheese. Lol",neutral
"Why does Tom Cruise take 10,000 times to figure things out in the movie Edge Of Tomorrow, but gets it right 1st time in Mission Impossible?",negative
"EDGE OF TOMORROW, Hiroshi Sakurazaka, $5.99. Staff pick! Also a Tom Cruise movie but we don't care so much about that http://t.co/GsNf1uZXO1",positive
watched all the mission impossibles and now i'm watching edge of tomorrow...still don't like tom cruise very much,neutral
Anyone seen edge of tomorrow with Tom cruise and do yall recommend it ?,neutral
"SD News - SD Opera figure makes Tom Cruise look good - In his August 11 New Yorker piece, Alex Ross says he was ha... http://t.co/06A0wKG6e1",positive
Happy Friday! Here's Tom Cruise dancing with no rhythm but still being fresh AF https://t.co/0kLimVwYyx,positive
I would have enjoyed Edge of Tomorrow more if Tom Cruise had to start each day by re-spawning in the bathroom of a Bubba Gump Shrimp.,negative
@safetypilot26 May I air your pictures to Tom cruise If we say you shot them? I need your answer ASAP...thanks,neutral
Going to watch edge of tomorrow again as I find it deeply satisfying to watch Tom cruise be killed repeatedly,neutral
Hold up. They're remaking MINORITY REPORT? Without Tom Cruise? Can I just ask: WHY? https://t.co/q8qyapHNgv,neutral
Just watched Edge Of Tomorrow - really enjoyed it. Best thing Tom Cruise has done in ages.,positive
@crushsong (btw watched edge of tomorrow it was v good i'm mad at lord xenu for making everyone feel weird about tom cruise),positive
Not Available,negative
"The Fresh Beat Band goes Tom Cruise L to R Color of Money, Born on the 4th of July, Jerry Maguire, just good ol' Tom http://t.co/vTDfDg0gxh",positive
@WorldDamian is the 2nd one Tom cruise in mission impossible?!,neutral
"@gregthepaladin @padgettish @bootaide I mean it's 5th in a series, I don't expect perfection from that or Tom cruise just good action",negative
"@pecunium Edge of Tomorrow was Yet Another Tom Cruise Movie, which is to say it was too long, blew up too much shit, &amp; needed a better end.",negative
"The 5th Mission impossible franchise, does it still carry a  appeal  aside from bankrolling Tom Cruise? http://t.co/r9oBo2F1Fb #filmreview",neutral
"Tom Cruise meets with Colombian mayor: Medellin, Colombia, Aug 23 (EFE).- Hollywood star Tom Cruise met with the mayor of the northwe...",neutral
"@ConfusedImp I keep considering Edge of Tomorrow b/c I don't mind Tom Cruise, but seeing as how it's a video game of a movie &gt;&gt;",neutral
Not Available,positive
"Tom Cruise was 24 when he was in Top Gun. Meanwhile, I just laughed at a fart joke and don't want to go to work tomorrow morning.",positive
"Tom Cruise movie marathon wasn't in my plan list, yet it's on going after last Friday. Lol",neutral
"From The Guardian: Benjamin Lee, 'Paul Haggis: ""shame on"" press for not asking Tom Cruise about Scientology' http://t.co/Ny1rWmhqMR",negative
First look at the TV version of Minority Report!: The movie may have starred Tom Cruise but ca... http://t.co/Lv0ukD9Dok via @TechMASHUK,positive
My Mum's friend is here and they're legit talking about Tom Cruise and I'm just sat here like ........,negative
Sometimes I realise I know all the words to movies. And that those movies mostly have Tom Cruise in them. I may have had a thing for him.,positive
"Well, at least killing the douchebag is as entertaining as wondering how many times Tom Cruise died in Edge of Tomorrow #BloodPunch",negative
"Mission Impossible: Rogue Nation: I really tried, you guys, but I can only like Tom Cruise once per decade and Edge of Tomorrow was SO GOOD.",positive
"hi, i'm tom cruise. you may remember me from scientology",neutral
"Every time I hear that song ""I Can't Feel My Face When I'm With You"" see Tom Cruise ripping his face off in the 1st Mission Impossible.",neutral
may i just say that Tom Cruise looks hot as fuck in a navy blue suit,positive
Edge of Tomorrow with Tom Cruise is another bad ass movie; I have never seen it till now.,positive
"@Xbox @CallofDuty This looks like Edge of Tomorrow, the Tom cruise movie...",neutral
"Can't wait for The Edge of the Day After Tomorrow, where Tom Cruise gets cold over and over again until he brings down the oil companies.",positive
@LoriJulia what is that book that is supposedly about Katie Holmes and Tom Cruise? I'm going to Barnes&amp; Noble tomorrow! #help,positive
"The Action flick Kings, Tom Cruise, Jeremy Renner needs to sharpen this aspect of his acting. He may turn out to be a fine poster boy for it",neutral
"Edge of Tomorrow is my new favourite.  Tom Cruise , man you are so cute !",positive
"I'm not huge fan of Tom Cruise but much like the last movie I saw him in, Edge of Tomorrow, #MissionImpossibleRogueNation was really good.",positive
@nuahs6881 You mean Edge of Tomorrow? It is surprisingly wonderful and I wound up feeling about Tom Cruise the way I did as a kid after,positive
Happy Bank Holiday Monday ! It's raining in the UK so I'm off to the movies later to perv on Tom Cruise lol... http://t.co/Thbz2qc7Rv,positive
Watched Tom Cruise and Emily Blunt in Edge of Tomorrow last night. Really enjoyed it. Interesting to see Jez Butterworth listed as a writer.,positive
The main man Pedro or shall we call him Tom cruise (cocktail the movie)  @WonderlandLpool Sunday bar skills http://t.co/71Oj5l0aep,positive
"good things i saw on the way to work: - car w picture of tom cruise in the 1st mission: impossible movie - ""TUSHI DR"" license plate",positive
"In no particular order, the top three Tom Cruise films are: Magnolia, Edge of Tomorrow and all the Mission Impossibles.",positive
"""I disagree with people who think you learn more from getting beat up than you do from winning."" - Tom Cruise http://t.co/4h0hbCxHFm",neutral
"Sci article tries to make prehistoric animal's size relatable by calling it ""as big as Tom Cruise"". That didn't help. http://t.co/i5xFgyg4iB",negative
"@WhiteHartYid bit like Edge of Tomorrow film, but in that Tom Cruise gets it right in the end unlike Spurs",positive
Edge of Tomorrow with Tom Cruise is phenomenal,positive
L L #TomCruise #Movies Born on the Fourth of July #DVD ~ Tom Cruise ~ R1 Widescreen New #Deals #Bargains http://t.co/j3rX4jomI1,neutral
"@5WrightStuff ? tom cruise as ron kovic (born on 4th july); if the part fits the character, it doesn't matter",neutral
Get your Wednesday started with Tom Cruise dancing to Ludacris https://t.co/apqyHXiYxA,positive
"YES, I guess you do! May I suggest that you have #Coffee with Tom Cruise for Mission Impossible for ""pointers""   https://t.co/WnhF4HIfpC",positive
Check out this interview and me acting like Tom Cruise at the end lol :) https://t.co/aUyS8W2wNy,neutral
My journey from the first cobweb I walked through this week to the one just now is not unlike Tom Cruise's journey in Edge of Tomorrow.,neutral
"Movies with Milan | Edge of Tomorrow With Tom Cruise, Star Wars and More http://t.co/6CevDBDUkc   #RT #Follow #HHN24",positive
"Wow! I just won this for free, LIVE DIE REPEAT, EDGE OF TOMORROW (Tom Cruise) - Ultraviolet (U http://t.co/9nEunZzmQ0 #listia",positive
"Tom cruise movies on Zee Studio- Tonight at 11pm Mission impossible -2, Tomorrow- 9pm War of the worlds",neutral
"Rented #scifi #movie ""The Edge Of Tomorrow"" with Tom Cruise Friday. Really underrated. Hadn't enjoyed a new movie like that in quite awhile.",positive
Wine update: I may have busted my ass attempting the Tom Cruise socks slide across the kitchen. Asshole gravity. #MistakesWereMade,negative
#TomCruise #Movies Born on the Fourth of July (Oliver Stone Collection) Tom Cruise ** Brand New ** http://t.co/FNWYYq7HK6 #Deals #Bargains,neutral
@eazyrooster @ditchell I loved tom cruise in Tropic Thunder and that's pretty much it. But I heard Edge of Tomorrow was great.,neutral
"Speaking of Tom Cruise, by the 5th instalment you'd think it'd be undeniably clear that those Missions are actually quite Possible...",neutral
Not Available,positive
@Aellis994 edge of tomorrow is a well good film! Didn't know he directed that aswell. Im just gonna ignore the critisisms of Tom Cruise,positive
"@andycastro @MiklCraw4d ok, so he can pretend he's Tom Cruise in born on the 4th of July and inspirationally drive his butt up here",positive
Sunday night is getting rowdy with a Tom Cruise marathon #WilsonTexts http://t.co/o34goCowHG,positive
"Can no one else but me bring potato salad to Tom Cruise's Labor Day BBQ tomorrow? Tom doesn't want too much. Thanks, twitter.",neutral
Do you think Tom Cruise could give this a go on the Campbeltown - Glasgow flights? Saturday at 5.30pm and Sunday... http://t.co/KpCBd5O8jB,neutral
I still can't believe Tom Cruise from Top Gun Is coming to our school Friday for USA day!!!,positive
"Still going: Tom Cruise, 53, was busy promoting Mission: Impossible - Rogue Nation in China on Sunday ahead of ... http://t.co/cWEhgVvd4f",positive
"The ""Edge of Tomorrow"" ad campaign really should've been more focused on the promise of getting to watch Tom Cruise die over and over again.",neutral
So bringing in the tory cuts mike ? Good way out https://t.co/umTfNPYOxH,neutral
Tristram 'more Tory than the Tories' Hunt seems to have forgotten who was Shadow Education Secretary under Miliband http://t.co/gv4oIjGyjA,neutral
"@meldrum @iainmartin1 65-70% of Tory &amp; UKIP voters still want to renationalise the railways, as do the 1st &amp; 2nd place cands for Lab Leader.",neutral
Geez..the Labour leader has to be electable because otherwise a Tory  govt will continue to do it's very worst. https://t.co/BHkhzANl3i,negative
Not Available,neutral
Especially the one's who work for Tory donors &amp; circumnavigate agency rules heaping misery on our unemployed.  https://t.co/ouNovtp6Oh,negative
I did need to check to make sure this wasn't a junior Tory minister I'd never heard of. http://t.co/ojZmIfSjje,negative
Not Available,negative
"Do you really think he gives a shit about Scottish opinion,he's  a bloody Tory after all  https://t.co/NuKghC33B4",negative
100% of MSM are 100% compliant with Tory policy. They're all complicit &amp; will share the blame. https://t.co/aDwSKc26Bv,neutral
@IanKingSky never have I read such scaremongering bullshit in the Tory led SUN newspaper as the shit you wrote in all my life!,negative
"@fayefellshort Exactly, it's all because Rupert Murdoch's empire tells the people who believe everything they read in The Sun to vote Tory",neutral
@richardcalhoun @kevverage Blair may have been supported by the MPs and his new won Tory followers but not by traditional Labour supporters,neutral
"Theresa May, in her desire to win over the dunderheads who vote in Tory leadership elections, really does personify the Stupid Party.",negative
@riley1lfc @billyjYES @eddiesurfs agreed but I have been Labour a long time and may not agree with Andy but he is not a Tory,neutral
Theresa May is laying down a marker for the Tory leadership. Tough on immigration and tough on the causes of immigration.,positive
Mrs May doesn't mean it but just wants to be elected Tory leader when Dave steps down Then it will be all smiles @DSORennie @edwardlucas,positive
Liberal twitterati suggesting Mulcair is a Tory cause he has a column in Sun today. Guess he'll be a Liberal when he has one in the Star.,neutral
@lexibeauregard I have never subtweeted about Tory. Does this mean she was the 2nd Gossiper?,neutral
@Ed_Buxton of course - why does May think rest EU wouldnt do the same - plus vote against any of the Tory proposals for EU reform,neutral
Not Available,neutral
@pperrin @nellesapelle Very wise. Hard to see UKIP going any further tho. Lab &amp; Tory split may open up new space like you said.,positive
"Truth to ""The Scum"" as we call it in Liverpool is an alien concept. It exists to peddle Tory lies #DontBuyTheSun  https://t.co/TjxFkSGOJB",negative
